construct,method,baseline_type,split,decoupling_axis,layer,alpha,n,mean_raw_logit_shift,mean_abs_raw_logit_shift,mean_signed_logit_shift,mean_steered_signed_logit_diff,mean_kl_divergence
certainty,direction,direction,heldout,ordinary,0,-3.0,24,-0.005359292030334473,0.0234910249710083,0.0008713006973266602,0.9919428825378418,0.0009417955103951196
certainty,direction,direction,heldout,ordinary,0,-1.0,24,-0.0014250477155049641,0.007389446099599202,0.00037183364232381183,0.991443415482839,0.00010360024695425334
certainty,direction,direction,heldout,ordinary,0,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,0,1.0,24,0.0011119445164998372,0.006968180338541667,-0.0004521608352661133,0.990619421005249,0.00010317747167694809
certainty,direction,direction,heldout,ordinary,0,3.0,24,0.002609431743621826,0.019862274328867596,-0.0015703638394673665,0.9895012180010477,0.0009317359966492708
certainty,direction,direction,heldout,ordinary,1,-3.0,24,-0.0276603102684021,0.058094282944997154,0.009857157866160074,1.0009287397066753,0.0017101390185416676
certainty,direction,direction,heldout,ordinary,1,-1.0,24,-0.007260342439015706,0.01925883690516154,0.0031562050183614096,0.9942277868588766,0.00019330871206572434
certainty,direction,direction,heldout,ordinary,1,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,1,1.0,24,0.005735615889231364,0.019467373689015705,-0.002917428811391195,0.9881541530291239,0.00020238555255976584
certainty,direction,direction,heldout,ordinary,1,3.0,24,0.013801217079162598,0.05986940860748291,-0.00781857967376709,0.983253002166748,0.0019254011313023511
certainty,direction,direction,heldout,ordinary,2,-3.0,24,-0.040624916553497314,0.09096572796503703,-0.008205989996592203,0.982865591843923,0.0027505368586086356
certainty,direction,direction,heldout,ordinary,2,-1.0,24,-0.013457854588826498,0.03143191337585449,-0.002625107765197754,0.9884464740753174,0.00031049588991057436
certainty,direction,direction,heldout,ordinary,2,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,2,1.0,24,0.013322273890177408,0.032256523768107094,0.0025746822357177734,0.9936462640762329,0.00030975270419730805
certainty,direction,direction,heldout,ordinary,2,3.0,24,0.03939147790273031,0.09812764326731364,0.00770719846089681,0.998778780301412,0.002740317834347176
certainty,direction,direction,heldout,ordinary,3,-3.0,24,-0.05072255929311117,0.08454044659932454,-0.02482891082763672,0.9662426710128784,0.0027880028137587942
certainty,direction,direction,heldout,ordinary,3,-1.0,24,-0.016548097133636475,0.028550604979197185,-0.007931848367055258,0.9831397334734598,0.0003050497928901071
certainty,direction,direction,heldout,ordinary,3,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,3,1.0,24,0.016223708788553875,0.028774182001749676,0.007618904113769531,0.9986904859542847,0.0002988219154455389
certainty,direction,direction,heldout,ordinary,3,3.0,24,0.04792048533757528,0.08659762144088745,0.022023499011993408,1.0130950808525085,0.0026256277633365244
certainty,direction,direction,heldout,ordinary,4,-3.0,24,-0.08141116301218669,0.11482338110605876,-0.02880438168843587,0.9622672001520792,0.0034005384028811627
certainty,direction,direction,heldout,ordinary,4,-1.0,24,-0.027036309242248535,0.037749807039896645,-0.008879343668619791,0.9821922381718954,0.0003733091398316901
certainty,direction,direction,heldout,ordinary,4,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,4,1.0,24,0.02689172824223836,0.037080864111582436,0.008210837841033936,0.9992824196815491,0.00036819224260398187
certainty,direction,direction,heldout,ordinary,4,3.0,24,0.08015020688374837,0.10882910092671712,0.022782047589619953,1.013853629430135,0.0032633107766741887
certainty,direction,direction,heldout,ordinary,5,-3.0,24,-0.0668608546257019,0.07362455129623413,-0.02851659059524536,0.9625549912452698,0.0024407070353239155
certainty,direction,direction,heldout,ordinary,5,-1.0,24,-0.022578259309132893,0.024331589539845783,-0.008832911650339762,0.9822386701901754,0.00026899111799139064
certainty,direction,direction,heldout,ordinary,5,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,5,1.0,24,0.022807776927947998,0.024055580298105877,0.008144239584604899,0.99921582142512,0.0002669081623025704
certainty,direction,direction,heldout,ordinary,5,3.0,24,0.06895071268081665,0.07135039567947388,0.022356053193410236,1.0134276350339253,0.0023859283052540072
certainty,direction,direction,heldout,ordinary,6,-3.0,24,-0.17592010895411173,0.17621225118637085,-0.029133578141530354,0.9619380036989847,0.0030674008594360203
certainty,direction,direction,heldout,ordinary,6,-1.0,24,-0.05897033214569092,0.05897033214569092,-0.008472959200541178,0.982598622639974,0.0003386358184798155
certainty,direction,direction,heldout,ordinary,6,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,6,1.0,24,0.0591765840848287,0.0591765840848287,0.007226328055063884,0.998297909895579,0.0003360773346988329
certainty,direction,direction,heldout,ordinary,6,3.0,24,0.17780107259750366,0.17780107259750366,0.017978052298227947,1.0090496341387432,0.002998195132628704
certainty,direction,direction,heldout,ordinary,7,-3.0,24,-0.21887930234273276,0.21887930234273276,-0.015030185381571451,0.9760413964589437,0.003209662875936677
certainty,direction,direction,heldout,ordinary,7,-1.0,24,-0.07337033748626709,0.07337033748626709,-0.004196604092915853,0.9868749777475992,0.0003564455158387621
certainty,direction,direction,heldout,ordinary,7,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,7,1.0,24,0.07370805740356445,0.07370805740356445,0.0033549070358276367,0.9944264888763428,0.000355977903988484
certainty,direction,direction,heldout,ordinary,7,3.0,24,0.22191371520360312,0.22191371520360312,0.007501343886057536,0.9985729257265726,0.003196757247981926
certainty,direction,direction,heldout,ordinary,8,-3.0,24,-0.24219057957331339,0.24219057957331339,-0.013052046298980713,0.9780195355415344,0.002609696598180259
certainty,direction,direction,heldout,ordinary,8,-1.0,24,-0.08105707168579102,0.08105707168579102,-0.003961245218912761,0.9871103366216024,0.0002901298442642049
certainty,direction,direction,heldout,ordinary,8,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,8,1.0,24,0.08134851853052776,0.08134851853052776,0.003534376621246338,0.9946059584617615,0.00029001592702115886
certainty,direction,direction,heldout,ordinary,8,3.0,24,0.24479180574417114,0.24479180574417114,0.009219388167063395,1.0002909700075786,0.002606896639917977
certainty,direction,direction,heldout,ordinary,9,-3.0,24,-0.23231428861618042,0.23231428861618042,-0.008083204428354899,0.9829883774121603,0.0017199724146242563
certainty,direction,direction,heldout,ordinary,9,-1.0,24,-0.0775833527247111,0.0775833527247111,-0.0025228261947631836,0.988548755645752,0.00019127465930068865
certainty,direction,direction,heldout,ordinary,9,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,9,1.0,24,0.07770776748657227,0.07770776748657227,0.0023463567097981772,0.9934179385503134,0.00019133160579561567
certainty,direction,direction,heldout,ordinary,9,3.0,24,0.23343342542648315,0.23343342542648315,0.006500502427419026,0.9975720842679342,0.0017214311907688777
certainty,direction,direction,heldout,ordinary,10,-3.0,24,-0.20403969287872314,0.20403969287872314,-0.0016829172770182292,0.989388664563497,0.0012083031178917736
certainty,direction,direction,heldout,ordinary,10,-1.0,24,-0.06807100772857666,0.06807100772857666,-0.0004909435907999674,0.9905806382497152,0.00013406218143548662
certainty,direction,direction,heldout,ordinary,10,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,10,1.0,24,0.06812280416488647,0.06812280416488647,0.00041868289311726886,0.9914902647336324,0.0001338702586508589
certainty,direction,direction,heldout,ordinary,10,3.0,24,0.204495370388031,0.204495370388031,0.0010466774304707844,0.992118259270986,0.0012026611099524114
certainty,direction,direction,heldout,ordinary,11,-3.0,24,-0.17367551724116007,0.17367551724116007,0.003860612710316976,0.9949321945508321,0.0008868713290818656
certainty,direction,direction,heldout,ordinary,11,-1.0,24,-0.057805399099985756,0.057805399099985756,0.001293798287709554,0.9923653801282247,9.788902874182288e-05
certainty,direction,direction,heldout,ordinary,11,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,direction,heldout,ordinary,11,1.0,24,0.05771883328755697,0.05771883328755697,-0.001301129659016927,0.9897704521814982,9.738046295145371e-05
certainty,direction,direction,heldout,ordinary,11,3.0,24,0.17289169629414877,0.17289169629414877,-0.00392301877339681,0.9871485630671183,0.0008711468860080155
certainty,direction,random_direction,heldout,ordinary,0,-3.0,24,0.017056127389272053,0.0230826735496521,-0.004093031088511149,0.986978550752004,0.00023007343831219865
certainty,direction,random_direction,heldout,ordinary,0,-1.0,24,0.005776027838389079,0.007803579171498616,-0.0012845794359842937,0.9897870024045309,2.5465125872869976e-05
certainty,direction,random_direction,heldout,ordinary,0,0.0,24,0.0,0.0,0.0,0.9910715818405151,0.0
certainty,direction,random_direction,heldout,ordinary,0,1.0,24,-0.005817333857218425,0.007866303126017252,0.0011970996856689453,0.9922686815261841,2.5559042721094254e-05
