construct,method,baseline_type,split,decoupling_axis,layer,n,accuracy,mean_signed_projection,signed_projection_se
certainty,direction,direction,decoupling,format_shift,10,12,0.8333333333333334,5.880204598108928,2.3359264151791814
certainty,direction,direction,decoupling,format_shift,11,12,0.5833333333333334,7.701134284337361,5.2343472292790585
certainty,direction,random_direction,decoupling,format_shift,0,12,0.5,-0.0003936204918051356,0.24282886139405474
certainty,direction,random_direction,decoupling,format_shift,1,12,0.5,0.0021223604045236357,0.14799207927366892
certainty,direction,random_direction,decoupling,format_shift,2,12,0.5,0.045276243909835256,0.20848645084918715
certainty,direction,random_direction,decoupling,format_shift,3,12,0.5,-0.03214020818441162,0.7007428954215185
certainty,direction,random_direction,decoupling,format_shift,4,12,0.5,-0.025194052068514678,0.3819065550626629
certainty,direction,random_direction,decoupling,format_shift,5,12,0.3333333333333333,-0.0632030180888649,0.22409841532560262
certainty,direction,random_direction,decoupling,format_shift,6,12,0.5,0.05272349272289458,0.4923686266003639
certainty,direction,random_direction,decoupling,format_shift,7,12,0.5,0.43459172223253456,0.6961979380313926
certainty,direction,random_direction,decoupling,format_shift,8,12,0.5,0.05074484207271316,0.9168728550422737
certainty,direction,random_direction,decoupling,format_shift,9,12,0.6666666666666666,0.6199108031752775,0.8250802414219732
certainty,direction,random_direction,decoupling,format_shift,10,12,0.5833333333333334,0.3257342268166108,0.9577203384033635
certainty,direction,random_direction,decoupling,format_shift,11,12,0.5833333333333334,-0.12969376049985035,1.1176508684650173
certainty,direction,shuffled_label_direction,decoupling,format_shift,0,12,0.5,0.013905068238576254,1.886502575502499
certainty,direction,shuffled_label_direction,decoupling,format_shift,1,12,0.5,-0.06358763575553894,2.1340030644389576
certainty,direction,shuffled_label_direction,decoupling,format_shift,2,12,0.4166666666666667,-0.03925283998250961,1.9893547559111715
certainty,direction,shuffled_label_direction,decoupling,format_shift,3,12,0.5,-0.12114713589350383,1.6931276282576426
certainty,direction,shuffled_label_direction,decoupling,format_shift,4,12,0.5,-0.18547430634498596,1.6701007010853446
certainty,direction,shuffled_label_direction,decoupling,format_shift,5,12,0.5,-0.21510622898737589,1.642043144048626
certainty,direction,shuffled_label_direction,decoupling,format_shift,6,12,0.5833333333333334,-0.2277673309048017,2.0032405436731997
certainty,direction,shuffled_label_direction,decoupling,format_shift,7,12,0.5833333333333334,-0.1759887437025706,2.172213535538241
certainty,direction,shuffled_label_direction,decoupling,format_shift,8,12,0.4166666666666667,-0.21748953560988107,2.7239299033520394
certainty,direction,shuffled_label_direction,decoupling,format_shift,9,12,0.5,0.05062361558278402,3.4695549287729324
certainty,direction,shuffled_label_direction,decoupling,format_shift,10,12,0.5,0.9435247580210367,4.433867629967915
certainty,direction,shuffled_label_direction,decoupling,format_shift,11,12,0.5,2.088479916254679,13.368035295342297
