construct,method,baseline_type,split,decoupling_axis,layer,alpha,n,mean_raw_logit_shift,mean_abs_raw_logit_shift,mean_signed_logit_shift,mean_steered_signed_logit_diff,mean_kl_divergence
sentiment,direction,shuffled_label_direction,heldout,ordinary,2,-1.0,24,0.006379385789235433,0.012030859788258871,0.0012432535489400227,0.6128641963005066,0.00010399893956976787
sentiment,direction,shuffled_label_direction,heldout,ordinary,2,0.0,24,0.0,0.0,0.0,0.6116209427515665,0.0
sentiment,direction,shuffled_label_direction,heldout,ordinary,2,1.0,24,-0.006653229395548503,0.012174129486083984,-0.0013597408930460613,0.6102612018585205,0.00010399691033550577
sentiment,direction,shuffled_label_direction,heldout,ordinary,2,3.0,24,-0.020897944768269856,0.036873420079549156,-0.004451831181844075,0.6071691115697225,0.0009359650988092957
sentiment,direction,shuffled_label_direction,heldout,ordinary,3,-3.0,24,0.02694481611251831,0.04553804794947306,0.005303998788197835,0.6169249415397644,0.0010760934552915085
sentiment,direction,shuffled_label_direction,heldout,ordinary,3,-1.0,24,0.008961319923400879,0.015138864517211914,0.00169066588083903,0.6133116086324056,0.00011969844369256559
sentiment,direction,shuffled_label_direction,heldout,ordinary,3,0.0,24,0.0,0.0,0.0,0.6116209427515665,0.0
sentiment,direction,shuffled_label_direction,heldout,ordinary,3,1.0,24,-0.008973519007364908,0.015075047810872396,-0.0016277631123860676,0.6099931796391805,0.00011977538391268656
sentiment,direction,shuffled_label_direction,heldout,ordinary,3,3.0,24,-0.027074118455251057,0.04503049453099569,-0.004742721716562907,0.6068782210350037,0.0010779204725016218
sentiment,direction,shuffled_label_direction,heldout,ordinary,4,-3.0,24,0.024666229883829754,0.03817884127298991,0.014868060747782389,0.626489003499349,0.0010558402670236926
sentiment,direction,shuffled_label_direction,heldout,ordinary,4,-1.0,24,0.007942100365956625,0.01255859931310018,0.00494617223739624,0.6165671149889628,0.0001168371460759469
sentiment,direction,shuffled_label_direction,heldout,ordinary,4,0.0,24,0.0,0.0,0.0,0.6116209427515665,0.0
sentiment,direction,shuffled_label_direction,heldout,ordinary,4,1.0,24,-0.007607479890187581,0.012374738852183024,-0.004933337370554606,0.606687605381012,0.00011624741515940211
sentiment,direction,shuffled_label_direction,heldout,ordinary,4,3.0,24,-0.021662314732869465,0.036753058433532715,-0.014748771985371908,0.5968721707661947,0.0010419467677517484
sentiment,direction,shuffled_label_direction,heldout,ordinary,5,-3.0,24,0.03096073865890503,0.044650097688039146,0.02051299810409546,0.632133940855662,0.0010781230084830895
sentiment,direction,shuffled_label_direction,heldout,ordinary,5,-1.0,24,0.010152618090311686,0.014711340268452963,0.006759365399678548,0.6183803081512451,0.00011925392755074427
sentiment,direction,shuffled_label_direction,heldout,ordinary,5,0.0,24,0.0,0.0,0.0,0.6116209427515665,0.0
sentiment,direction,shuffled_label_direction,heldout,ordinary,5,1.0,24,-0.00994869073232015,0.014525254567464193,-0.006682038307189941,0.6049389044443766,0.00011877447407944904
sentiment,direction,shuffled_label_direction,heldout,ordinary,5,3.0,24,-0.02913486957550049,0.043097456296284996,-0.0198211669921875,0.591799775759379,0.0010637043936488528
sentiment,direction,shuffled_label_direction,heldout,ordinary,6,-3.0,24,0.02988119920094808,0.04304492473602295,0.02129662036895752,0.632917563120524,0.0011490296407525118
sentiment,direction,shuffled_label_direction,heldout,ordinary,6,-1.0,24,0.009991129239400228,0.014320810635884603,0.007026235262552897,0.6186471780141195,0.00012562161191453924
sentiment,direction,shuffled_label_direction,heldout,ordinary,6,0.0,24,0.0,0.0,0.0,0.6116209427515665,0.0
sentiment,direction,shuffled_label_direction,heldout,ordinary,6,1.0,24,-0.010002851486206055,0.014269590377807617,-0.006950894991556804,0.6046700477600098,0.00012363304904283723
sentiment,direction,shuffled_label_direction,heldout,ordinary,6,3.0,24,-0.029992103576660156,0.042592128117879234,-0.02061637242635091,0.5910045703252157,0.0010951590181017916
sentiment,direction,shuffled_label_direction,heldout,ordinary,7,-3.0,24,0.023080329100290935,0.02947304646174113,0.016535699367523193,0.6281566421190897,0.0012131387144715215
sentiment,direction,shuffled_label_direction,heldout,ordinary,7,-1.0,24,0.007843494415283203,0.009951353073120117,0.005503932634989421,0.617124875386556,0.0001344806144819207
sentiment,direction,shuffled_label_direction,heldout,ordinary,7,0.0,24,0.0,0.0,0.0,0.6116209427515665,0.0
sentiment,direction,shuffled_label_direction,heldout,ordinary,7,1.0,24,-0.007982353369394938,0.010062118371327719,-0.005493303140004476,0.6061276396115621,0.00013414464774541557
